rank,release_date,title,production_budget,worlwide_gross,domestic_gross
1655,7/31/2015,The Young and Prodigious T.S. Spivet,33000000,357687,176847
4903,7/31/2015,Beyond the Brick: A LEGO Brickumentary,1000000,101531,101531
5333,7/31/2015,Counting,50000,8374,8374
1558,08/05/15,Hot Pursuit,35000000,45680201,34580201
3283,08/05/15,La famille Bélier,11000000,74056184,0
3556,08/05/15,Skin Trade,9000000,1242,1242
4134,08/05/15,Maggie,4500000,597989,187112
4247,08/09/15,Chain of Command,4000000,0,0
4755,08/09/15,Checkmate,1500000,0,0
5182,08/12/15,Amidst the Devil's Wings,300000,0,0
599,8/14/2015,The Man From U.N.C.L.E.,75000000,105445109,45445109
1883,8/14/2015,Straight Outta Compton,28000000,202043881,161058685
3088,8/14/2015,Brothers,13000000,17856688,656688
4431,8/14/2015,Amnesiac,3000000,0,0
3780,8/18/2015,Z Storm,7000000,2053330,0
5219,8/18/2015,The Love Letter,250000,0,0
1584,8/21/2015,Hitman: Agent 47,35000000,81967450,22467450
1918,8/21/2015,American Ultra,28000000,28208085,14439985
3347,8/21/2015,Sinister 2,10000000,54104225,27740955
4643,8/21/2015,The Curse of Downers Grove,2000000,0,0
5275,8/21/2015,Top Spin,150000,5858,5858
3976,8/26/2015,No Escape,5000000,42844516,27288872
4144,8/28/2015,Zipper,4500000,0,0
4332,8/28/2015,War Room,3000000,73975239,67790117
4572,8/28/2015,We Are Your Friends,2000000,10166209,3591417
4807,8/28/2015,Que Horas Ela Volta?,1200000,3048209,376976
4973,8/28/2015,Windsor Drive,850000,3256,3256
1128,09/01/15,Taken 3,48000000,327656424,89256424
2339,09/01/15,Selma,20000000,66776908,52076908
3696,09/01/15,Black November,7500000,32572,0
4083,09/01/15,Let's Kill Ward's Wife,5000000,0,0
4992,09/01/15,Vessel,800000,0,0
169,09/10/15,Pan,150000000,123888320,35088320
1816,09/10/15,Steve Jobs,30000000,35579007,17766658
3221,09/10/15,Trash,12000000,6553186,17484
5220,09/10/15,Western Religion,250000,0,0
737,9/18/2015,Everest,65000000,221662676,43309450
770,9/18/2015,Maze Runner: The Scorch Trials,61000000,310697192,81697192
979,9/18/2015,Black Mass,53000000,98837872,62575678
1764,9/18/2015,Sicario,30000000,78571737,46889293
4575,9/18/2015,Captive,2000000,2791973,2583301
4812,9/18/2015,La navaja de Don Juan,1200000,4254,4254
490,9/25/2015,Hotel Transylvania 2,80000000,470751398,169700110
1307,9/25/2015,The Intern,40000000,197232734,75764672
4088,9/25/2015,Navy SEAL vs. Zombies,5000000,0,0
4858,9/25/2015,The Green Inferno,1000000,12931569,7192291
4745,9/28/2015,Me You and Five Bucks,1500000,2105,2105
4148,9/29/2015,R.L. Stine's Monsterville: The Cabinet of Souls,4400000,0,0
5255,9/29/2015,Theresa Is a Mother,200000,0,0
5316,9/29/2015,Queen Crab,75000,0,0
5389,9/29/2015,Signed Sealed Delivered,5000,0,0
5390,9/29/2015,A Plague So Pleasant,1400,0,0
1610,9/30/2015,The Walk,35000000,61173364,10137502
4943,10/02/15,Fear Clinic,1000000,0,0
5097,10/02/15,Love in the Time of Monsters,500000,0,0
2158,10/03/15,Red Sky,25000000,91116,0
3482,10/03/15,Jungle Shuffle,10000000,314073,0
4105,10/03/15,Treading Water,4700000,0,0
4944,10/03/15,The Pet,1000000,0,0
5094,10/03/15,Subconscious,500000,0,0
5179,10/03/15,Teeth and Blood,300000,0,0
1635,10/04/15,The Longest Ride,34000000,63802928,37446117
3057,10/04/15,Ex Machina,13000000,38976797,25440971
4220,10/04/15,Desert Dancer,4000000,324218,155271
4918,10/04/15,The Sisterhood of Night,1000000,6870,6870
615,10/07/15,Minions,74000000,1167245366,336045770
1415,10/07/15,Baahubali: The Beginning,40000000,26736665,6738000
1994,10/07/15,Self/Less,26000000,33713827,12279691
3470,10/07/15,Strangerland,10000000,161097,17472
5295,10/07/15,The Gallows,100000,41753881,22764410
5108,10/11/15,The Little Ponderosa Zoo,500000,0,0
5256,10/11/15,Perfect Cowboy,200000,0,0
5312,10/11/15,The Night Visitor,100000,0,0
4505,10/13/2015,8 Days,2500000,0,0
883,10/16/2015,Goosebumps,58000000,158905324,80069458
953,10/16/2015,Crimson Peak,55000000,75466595,31090320
1311,10/16/2015,Bridge of Spies,40000000,162610473,72313754
2926,10/16/2015,Nie yin niang,15000000,6832542,632542
3065,10/16/2015,Room,13000000,36262783,14677674
4679,10/20/2015,Beginners Guide to Sex,1800000,0,0
5151,10/20/2015,Rotor DR1,350000,0,0
542,10/23/2015,The Last Witch Hunter,80000000,131234406,27367660
3002,10/23/2015,Suffragette,14000000,34044909,4702420
3362,10/23/2015,Paranormal Activity: The Ghost Dimension,10000000,78096553,18297124
4047,10/23/2015,Jem and the Holograms,5000000,2368937,2184640
4622,10/23/2015,Bone Tomahawk,2000000,481525,0
5174,10/23/2015,The Looking Glass,300000,1711,1711
4090,10/27/2015,Running Forever,5000000,0,0
4947,10/27/2015,The Horror Network,1000000,0,0
1656,10/30/2015,Freaks of Nature,33000000,0,0
1924,10/30/2015,Our Brand is Crisis,28000000,8592432,7002261
2434,10/30/2015,Burnt,20000000,32632668,13651946
2509,10/30/2015,Regression,20000000,14883495,55039
2914,10/30/2015,Scout's Guide to the Zombie Apocalypse,15000000,14947243,3703046
3230,10/30/2015,Dancin' It's On,12000000,0,0
5103,11/08/15,Alleluia! The Devil's Carnival,500000,0,0
5285,11/08/15,The Brain That Sings,125000,0,0
2578,11/09/15,The Perfect Guy,18000000,60264805,57017904
3961,11/09/15,The Visit,5000000,98595211,65112020
4036,11/09/15,90 Minutes in Heaven,5000000,4816142,4816142
3223,11/11/15,10 Days in a Madhouse,12000000,14616,14616
361,11/12/15,In the Heart of the Sea,100000000,90420758,25020758
880,11/12/15,The Ridiculous 6,60000000,0,0
1888,11/12/15,The Big Short,28000000,133162752,70259870
4433,11/12/15,Close Range,3000000,0,0
4927,11/12/15,American Hero,1000000,26,0
2116,11/13/2015,The 33,25000000,28400715,12227722
2489,11/13/2015,My All-American,20000000,2246000,2246000
2500,11/13/2015,By the Sea,20000000,3727746,538460
2597,11/13/2015,Love the Coopers,18000000,42167286,26302731
3562,11/13/2015,Heist,8900000,3324184,50136
118,11/20/2015,The Hunger Games: Mockingjay - Part 2,160000000,650523427,281723902
2051,11/20/2015,The Night Before,25000000,52427346,43035725
2143,11/20/2015,Legend,25000000,42642077,1872994
2404,11/20/2015,Secret in Their Eyes,20000000,30808558,20180155
3783,11/20/2015,Criminal Activities,7000000,103962,0
4754,11/20/2015,#Horror,1500000,0,0
5115,11/20/2015,Siakh lokhamim: ha'slilim ha'gnouzim,450000,42503,41260
65,11/25/2015,The Good Dinosaur,187500000,334342692,123087120
1417,11/25/2015,Victor Frankenstein,40000000,33175076,5775076
1478,11/25/2015,Creed,37000000,173567581,109767581
28,12/06/15,Jurassic World,215000000,1671640593,652198010
3632,12/06/15,Me and Earl and the Dying Girl,8000000,9266180,6758416
2,12/18/2015,Star Wars Ep. VII: The Force Awakens,306000000,2058662225,936662225
411,12/18/2015,Alvin and the Chipmunks: The Road Chip,90000000,249520430,85886987
1724,12/18/2015,Sisters,30000000,106030660,87044645
4949,12/22/2015,Por amor en el caserio,1000000,0,0
5327,12/22/2015,The Brain That Wouldn't Die,60000,0,0
360,12/25/2015,Point Break,100000000,128131571,28782481
765,12/25/2015,The Hateful Eight,62000000,145443360,54117416
819,12/25/2015,Joy,60000000,101134059,56451232
1007,12/25/2015,Daddy’s Home,50000000,238757137,150357137
1559,12/25/2015,Concussion,35000000,50363790,34531832
3638,12/30/2015,Anomalisa,8000000,5531455,3759286
556,12/31/2015,Don Gato el inicio de la pandilla,80000000,4547660,0
1271,12/31/2015,Pourquoi j'ai pas mangé mon père,42000000,182156,0
1435,12/31/2015,The Crow,40000000,0,0
1861,12/31/2015,Bilal,30000000,141661,0
2942,12/31/2015,Chiamatemi Francesco - Il papa della gente,15000000,3454036,0
3231,12/31/2015,San cheng ji,12000000,0,0
3671,12/31/2015,Henry Joseph Church,8000000,0,0
3781,12/31/2015,ГЕРОЙ,7000000,1391410,0
4087,12/31/2015,Aztec Warrior,5000000,0,0
4244,12/31/2015,The Veil,4000000,0,0
4424,12/31/2015,AWOL-72,3000000,0,0
4432,12/31/2015,Unnatural,3000000,0,0
4452,12/31/2015,Sardaar Ji,2700000,8200000,0
4625,12/31/2015,To Be Frank Sinatra at 100,2000000,926,0
4644,12/31/2015,Wind Walkers,2000000,0,0
4659,12/31/2015,Vaalu,1900000,12444,0
4763,12/31/2015,One Shot,1400000,0,0
4925,12/31/2015,Karachi se Lahore,1000000,17721,0
5042,12/31/2015,Julija in alfa Romeo,560000,8462,0
5107,12/31/2015,Rodeo Girl,500000,0,0
5180,12/31/2015,Walking to Paris,300000,0,0
5218,12/31/2015,Shooting the Warwicks,250000,0,0
5221,12/31/2015,04-Nov,250000,0,0
5267,12/31/2015,Lumea e a mea,168000,29827,0
5279,12/31/2015,Escaping the Holocost,150000,0,0
5286,12/31/2015,Romantic Schemer,125000,0,0
5310,12/31/2015,Lunchtime Heroes,100000,0,0
4946,01/03/16,1982,1000000,0,0
3986,01/04/16,God’s Not Dead 2,5000000,23565072,20773069
4961,01/04/16,Meet the Blacks,900000,9097072,9097072
77,01/07/16,The Legend of Tarzan,180000000,349143061,126643061
191,01/07/16,The BFG,140000000,154110769,55483770
3308,01/07/16,The Purge: Election Year,10000000,118557124,79042440
3014,01/11/16,Reign of Assassins,14000000,11354230,0
1045,1/15/2016,13 Hours: The Secret Soldiers of Benghazi,50000000,69411370,52853219
1296,1/15/2016,Ride Along 2,40000000,124827316,90862685
2608,1/15/2016,Norm of the North,18000000,27392196,17062499
4522,1/19/2016,Eden,2300000,0,0
4541,1/19/2016,Sharkskin,2100000,0,0
905,1/22/2016,Zhuo yao ji,56000000,386096060,32766
1459,1/22/2016,The 5th Wave,38000000,110678636,34912982
1504,1/22/2016,Yip Man 3,36000000,156835197,2679437
3236,1/22/2016,Dirty Grandpa,11500000,99930262,35593113
3327,1/22/2016,The Boy,10000000,68220952,35819556
185,1/29/2016,Kung Fu Panda 3,140000000,518614384,143528619
674,1/29/2016,The Finest Hours,70000000,48197252,27569558
2145,1/29/2016,Jane Got a Gun,25000000,2976636,1513793
4014,1/29/2016,Fifty Shades of Black,5000000,20765353,11686940
4507,02/02/16,The Rise of the Krays,2500000,0,0
2441,02/09/16,The Light Between Oceans,20000000,19450780,12545979
3637,02/09/16,Morgan,8000000,7315248,3915251
4076,02/09/16,Yoga Hosers,5000000,2199,0
4506,02/09/16,Antibirth,2500000,0,0
3528,02/12/16,Jackie,9000000,25077411,13960394
772,2/19/2016,Mei Ren Yu,60720000,552198479,3229457
2359,2/19/2016,Risen,20000000,46164361,36880033
2653,2/19/2016,Forsaken,18000000,0,0
3991,2/19/2016,Race,5000000,22178125,19115191
4269,2/19/2016,The Witch,3500000,40454520,25138705
192,2/26/2016,Gods of Egypt,140000000,133553464,31153464
2212,2/26/2016,Eddie the Eagle,23000000,45121177,15789389
2440,2/26/2016,Triple 9,20000000,25943792,12639297
206,03/06/16,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,245623848,82051601
2336,03/06/16,Me Before You,20000000,205445075,56245075
2454,03/06/16,Popstar: Never Stop Never Stopping,20000000,9537120,9496130
4291,03/06/16,Time to Choose,3500000,29233,29233
5265,03/06/16,The Fits,170000,169242,166425
4089,3/15/2016,The Hatching,5000000,0,0
3035,3/16/2016,Miracles from Heaven,13000000,73798720,61705123
300,3/18/2016,The Divergent Series: Allegiant,110000000,171484051,66184051
2634,3/18/2016,Midnight Special,18000000,6841142,3712282
12,3/25/2016,Batman v Superman: Dawn of Justice,250000000,868160194,330360194
2577,3/25/2016,My Big Fat Greek Wedding 2,18000000,91651878,59689605
3416,3/30/2016,Everybody Wants Some,10000000,5437126,3400278
136,04/03/16,Zootopia,150000000,1019922983,341268248
811,04/03/16,London Has Fallen,60000000,193857962,62524260
1582,04/03/16,Whiskey Tango Foxtrot,35000000,24915969,23083334
5035,04/03/16,They Will Have to Kill Us First,600000,7943,0
108,04/11/16,Doctor Strange,165000000,677541920,232641920
244,04/11/16,Trolls,125000000,344780046,153707064
1317,04/11/16,Hacksaw Ridge,40000000,158701644,67209615
83,4/15/2016,The Jungle Book,175000000,963901123,364001123
1692,4/15/2016,Criminal,31500000,38771262,14708696
2337,4/15/2016,Barbershop: The Next Cut,20000000,54404202,54030051
2649,4/15/2016,I Am Wrath,18000000,6784,0
4042,4/15/2016,Green Room,5000000,3807503,3220371
278,4/22/2016,The Huntsman: Winter’s War,115000000,165149302,48003015
4384,4/22/2016,Compadres,3000000,7445044,3127773
4728,4/22/2016,Unsullied,1500000,510957,510957
2458,4/29/2016,Ratchet and Clank,20000000,11813410,8813410
2861,4/29/2016,Keanu,15000000,20609977,20591853
5007,05/01/16,Adulterers,750000,0,0
878,05/02/16,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000,194058503,709982
1920,05/02/16,Pride and Prejudice and Zombies,28000000,16311335,10907291
2248,05/02/16,Hail Caesar!,22000000,64171419,30080225
3285,05/02/16,Misconduct,11000000,2124005,0
85,05/08/16,Suicide Squad,175000000,746100054,325100054
3094,05/08/16,Operation Chromite,12700000,49196532,1022720
1944,5/13/2016,Money Monster,27000000,93469699,41012075
4183,5/13/2016,The Darkness,4000000,10898293,10753574
619,5/20/2016,The Angry Birds Movie,73000000,352829528,107509366
1070,5/20/2016,The Nice Guys,50000000,57261763,36261763
1539,5/20/2016,Neighbors 2: Sorority Rising,35000000,108758521,55340730
5291,5/24/2016,Une Femme Mariée,120000,0,0
81,5/27/2016,X-Men: Apocalypse,178000000,542742489,155442489
106,5/27/2016,Alice Through the Looking Glass,170000000,277442381,77042381
11,06/05/16,Captain America: Civil War,250000000,1151684349,408084349
3549,06/05/16,Dheepan,9000000,7714549,248795
3672,06/05/16,Code of Honor,8000000,0,0
3779,06/12/16,Oddball,7000000,10237239,0
39,6/17/2016,Finding Dory,200000000,1022617376,486295561
1011,6/17/2016,Central Intelligence,50000000,217196811,127440871
113,6/24/2016,Independence Day: Resurgence,165000000,387644286,103144286
1095,6/24/2016,Free State of Jones,50000000,23152062,20810036
3039,6/24/2016,The Shallows,13000000,118888025,55121623
3691,6/24/2016,The Neon Demon,7500000,3559803,1333124
4373,6/24/2016,Swiss Army Man,3000000,5100863,4210454
4482,6/24/2016,Hunt for the Wilderpeople,2500000,23014021,5205471
2520,6/30/2016,Fight Valley,20000000,0,0
1174,07/10/16,The Girl on the Train,45000000,170327930,75395035
3372,07/10/16,The Birth of a Nation,10000000,16084310,15861566
3575,07/10/16,Middle School: The Worst Years of My Life,8500000,23311425,20007149
1141,7/13/2016,The Infiltrator,47500000,18329653,15436808
179,7/15/2016,Ghostbusters,144000000,229034050,128350574
4008,7/15/2016,Hillary’s America: The Secret History of the Democratic Party,5000000,13099931,13099931
71,7/22/2016,Star Trek Beyond,185000000,336398312,158848340
316,7/22/2016,Ice Age: Collision Course,105000000,403841637,64063008
3960,7/22/2016,Lights Out,5000000,148868835,67268835
4372,7/22/2016,Don’t Think Twice,3000000,4417983,4417983
2354,7/27/2016,Nerve,20000000,61680792,38583626
256,7/29/2016,Jason Bourne,120000000,416197059,162192920
2317,7/29/2016,Bad Moms,20000000,181457297,113257297
201,08/01/16,The Revenant,135000000,532950503,183637894
3348,08/01/16,The Forest,10000000,40055439,26594261
4288,08/01/16,The Masked Saint,3500000,182695,182695
1859,08/03/16,Savva. Serdtse voyna,30000000,1769316,0
1866,08/04/16,The Boss,29000000,78652395,63077560
4897,08/04/16,The Invitation,1000000,354836,231738
572,08/07/16,The Secret Life of Pets,75000000,875958307,368384330
1646,08/07/16,Mike and Dave Need Wedding Dates,33000000,75909673,46009673
4645,08/07/16,The Wrong Side of Right,2000000,0,0
380,8/19/2016,Ben-Hur,95000000,88725100,26410477
943,8/19/2016,Kubo and the Two Strings,55000000,74545591,48023088
1059,8/19/2016,War Dogs,50000000,83034523,43034523
2480,8/26/2016,Hands of Stone,20000000,4754517,4712792
3305,8/26/2016,Don’t Breathe,10000000,158185073,89217875
3542,8/26/2016,Greater,9000000,2000093,2000093
781,09/09/16,Sully,60000000,238552082,125070033
3341,09/09/16,When the Bough Breaks,10000000,30629507,29747603
3457,09/09/16,Kicks,10000000,150191,150191
1187,09/12/16,Office Christmas Party,45000000,91342494,54767494
2311,09/12/16,La La Land,20000000,433574208,151101803
1093,9/16/2016,Snowden,50000000,34301950,21587519
1579,9/16/2016,Bridget Jones’s Baby,35000000,203555567,24139805
3356,9/16/2016,Blair Witch,10000000,37493221,20777061
410,9/23/2016,The Magnificent Seven,90000000,159762983,93427848
655,9/23/2016,Storks,70000000,174102281,72679278
3232,9/23/2016,The Dressmaker,11900000,24041617,2022115
127,9/30/2016,Deepwater Horizon,156000000,113611666,61433527
296,9/30/2016,Miss Peregrine’s Home for Peculiar Children,110000000,296642834,87242834
125,10/06/16,Warcraft,160000000,433125655,47225655
421,10/06/16,Now You See Me 2,90000000,328675540,65075540
1290,10/06/16,The Conjuring 2: The Enfield Poltergeist,40000000,311270008,102470008
2709,10/06/16,Genius,17000000,5653176,1361045
1301,10/14/2016,The Accountant,40000000,153060045,86260045
3353,10/14/2016,Kevin Hart: What Now?,10000000,23591043,23591043
4536,10/16/2016,Mi America,2100000,3330,3330
816,10/21/2016,Jack Reacher: Never Go Back,60000000,160038407,58697076
2326,10/21/2016,Tyler Perry’s Boo! A Madea Halloween,20000000,73206343,73206343
3517,10/21/2016,Ouija: Origin of Evil,9000000,81831866,35144505
4707,10/21/2016,Moonlight,1500000,55800987,27854931
4723,10/21/2016,I’m Not Ashamed,1500000,2082980,2082980
608,10/28/2016,Inferno,75000000,219572877,34355263
1615,11/03/16,The Brothers Grimsby,35000000,28721408,6864016
2714,11/03/16,The Young Messiah,16800000,7313697,6469813
3060,11/03/16,Eye in the Sky,13000000,34916128,18704596
3959,11/03/16,10 Cloverfield Lane,5000000,108286422,72082999
4021,11/03/16,The Perfect Match,5000000,9669521,9669521
4906,11/03/16,Creative Control,1000000,63014,63014
1143,11/11/16,Arrival,47000000,203178872,100546139
1423,11/11/16,Billy Lynn’s Long Halftime Walk,40000000,25863458,1738477
1433,11/11/16,USS Indianapolis: Men of Courage,40000000,1079040,0
2680,11/11/16,Almost Christmas,17000000,42141196,42065185
3401,11/11/16,Shut In,10000000,8457974,6900335
74,11/18/2016,Fantastic Beasts and Where to Find Them,180000000,803798342,234037575
2229,11/18/2016,Nocturnal Animals,22500000,30719170,10663357
2519,11/18/2016,The History of Love,20000000,0,0
2761,11/18/2016,Bleed for This,16000000,6248077,5083906
3527,11/18/2016,The Edge of Seventeen,9000000,18802255,14431633
3567,11/18/2016,Manchester by the Sea,8500000,75740479,47695371
3659,11/18/2016,A Street Cat Named Bob,8000000,8370555,82703
141,11/23/2016,Moana,150000000,639537208,248757044
1965,11/23/2016,Rules Don’t Apply,26700000,3871448,3652206
2635,11/25/2016,Miss Sloane,18000000,5823540,3500605
3138,11/25/2016,Lion,12000000,145712897,51728731
567,12/02/16,The Little Prince,77500000,90905178,1311213
881,12/02/16,Deadpool,58000000,801029249,363070709
1078,12/02/16,Zoolander 2,50000000,55348693,28848693
1483,12/02/16,How to be Single,37000000,99595932,46843513
725,12/08/16,Pete’s Dragon,65000000,137768975,76233151
1870,12/08/16,Florence Foster Jenkins,29000000,44267641,27383770
